"trans_id","lang","translation"
"野出","ja-Hrkt","ノイデ"
"野出東","en","Noidehigashi"
"野出東","ja","野出東"
"野出東","ja-Hrkt","ノイデヒガシ"
"野出車庫前","en","Noideshako Mae"
"野出車庫前","ja","野出車庫前"
"野出車庫前","ja-Hrkt","ノイデシャコマエ"
"野原","en","Nobara"
"野原","ja","野原"
"野原","ja-Hrkt","ノバラ"
"野口町","en","Noguchimachi"
"野口町","ja","野口町"
"野口町","ja-Hrkt","ノグチマチ"
"野口郵便局前","en","Noguchi Yubinkyoku Mae(Noguchi Post Office)"
"野口郵便局前","ja","野口郵便局前"
"野口郵便局前","ja-Hrkt","ノグチユウビンキョクマエ"
"野営場前","en","Yaeijo Mae"
"野営場前","ja","野営場前"
"野営場前","ja-Hrkt","ヤエイジョウマエ"
"野崎","en","Nozaki"
"野崎","ja","野崎"
"野崎","ja-Hrkt","ノザキ"
"野川","en","T.B.D."
"野川","ja","野川"
"野川","ja-Hrkt","ノガワ"
"野川入口","en","T.B.D."
"野川入口","ja","野川入口"
"野川入口","ja-Hrkt","ノガワイリクチ"
"野川駐車場","en","Nogawa Chushajo"
"野川駐車場","ja","野川駐車場"
"野川駐車場","ja-Hrkt","ノガワチュウシャジョウ"
"野樫","en","Nogashi"
"野樫","ja","野樫"
"野樫","ja-Hrkt","ノガシ"
"野津","en","Nozu"
"野津","ja","野津"
"野津","ja-Hrkt","ノヅ"
"野添（和水）","en","Nozoe"
"野添（和水）","ja","野添（和水）"
"野添（和水）","ja-Hrkt","ノゾエ"
"野添（芦北）","en","Nozoe"
"野添（芦北）","ja","野添（芦北）"
"野添（芦北）","ja-Hrkt","ノゾエ"
"野米","en","Nogome"
"野米","ja","野米"
"野米","ja-Hrkt","ノゴメ"
"野越団地","en","Nogoshi Danchi"
"野越団地","ja","野越団地"
"野越団地","ja-Hrkt","ノゴシダンチ"
"野路","en","Noji"
"野路","ja","野路"
"野路","ja-Hrkt","ノジ"
"野釜","en","Nogama"
"野釜","ja","野釜"
"野釜","ja-Hrkt","ノガマ"
"野釜入口","en","Nogama Iriguchi"
"野釜入口","ja","野釜入口"
"野釜入口","ja-Hrkt","ノガマイリグチ"
"野釜大橋","en","Nogama Ohashi"
"野釜大橋","ja","野釜大橋"
"野釜大橋","ja-Hrkt","ノガマオオハシ"
"野間","en","Noma"
"野間","ja","野間"
"野間","ja-Hrkt","ノマ"
"野間口（国道）","en","Nomaguchi"
"野間口（国道）","ja","野間口（国道）"
"野間口（国道）","ja-Hrkt","ノマグチ"
"野間口（県道）","en","Nomaguchi"
"野間口（県道）","ja","野間口（県道）"
"野間口（県道）","ja-Hrkt","ノマグチ"
"野鶴","en","Nozuru"
"野鶴","ja","野鶴"
"野鶴","ja-Hrkt","ノヅル"
"金内","en","Kaneuchi"
"金内","ja","金内"
"金内","ja-Hrkt","カネウチ"
"金内保育園前","en","Kaneuchi Hoikuen Mae"
"金内保育園前","ja","金内保育園前"
"金内保育園前","ja-Hrkt","カネウチホイクエンマエ"
"金剛小学校前","en","Kongo Shogakko Mae"
"金剛小学校前","ja","金剛小学校前"
"金剛小学校前","ja-Hrkt","コンゴウショウガッコウマエ"
"金堀","en","Kanahori"
"金堀","ja","金堀"
"金堀","ja-Hrkt","カナホリ"
"金山","en","Kanayama"
"金山","ja","金山"
"金山","ja-Hrkt","カナヤマ"
"金山橋","en","Kanayama Bashi"
"金山橋","ja","金山橋"
"金山橋","ja-Hrkt","カナヤマバシ"
"金山集会所前","en","Kanayama Shukaijo Mae"
"金山集会所前","ja","金山集会所前"
"金山集会所前","ja-Hrkt","カナヤマシュウカイジョマエ"
"金峰森の駅みちくさ館","en","Kinpo Morinoeki Michikusakan"
"金峰森の駅みちくさ館","ja","金峰森の駅みちくさ館"
"金峰森の駅みちくさ館","ja-Hrkt","キンポウモリノエキミチクサカン"
"金木","en","Kanagi"
"金木","ja","金木"
"金木","ja-Hrkt","カナギ"
"金桁","en","Kanaketa"
"金桁","ja","金桁"
"金桁","ja-Hrkt","カナケタ"
"金棒","en","Kanabo"
"金棒","ja","金棒"
"金棒","ja-Hrkt","カナボウ"
"金池ターミナル","en","Kanaiketerminal"
"金池ターミナル","ja","金池ターミナル"
"金池ターミナル","ja-Hrkt","カナイケターミナル"
"金池ターミナル車庫","en","Kanaike Terminal Shako"
"金池ターミナル車庫","ja","金池ターミナル車庫"
"金池ターミナル車庫","ja-Hrkt","カナイケターミナルシャコ"
"金焼","en","Kanayaki"
"金焼","ja","金焼"
"金焼","ja-Hrkt","カナヤキ"
"釘の花","en","Kuginohana"
"釘の花","ja","釘の花"
"釘の花","ja-Hrkt","クギノハナ"
"釜の下","en","Kamanoshita"
"釜の下","ja","釜の下"
"釜の下","ja-Hrkt","カマノシタ"
"釜入口","en","Kama Iriguchi"
"釜入口","ja","釜入口"
"釜入口","ja-Hrkt","カマイリグチ"
"釜尾","en","Kamao"
"釜尾","ja","釜尾"
"釜尾","ja-Hrkt","カマオ"
"釜（上天草）","en","Kama(Kamiamakusa)"
"釜（上天草）","ja","釜（上天草）"
"釜（上天草）","ja-Hrkt","カマ"
"釜（天草）","en","Kama"
"釜（天草）","ja","釜（天草）"
"釜（天草）","ja-Hrkt","カマ"
"釜（阿村）","en","Kama"
"釜（阿村）","ja","釜（阿村）"
"釜（阿村）","ja-Hrkt","カマ"
"釣橋（水俣）","en","Tsuribashi"
"釣橋（水俣）","ja","釣橋（水俣）"
"釣橋（水俣）","ja-Hrkt","ツリバシ"
"釣橋（高森）","en","Tsuribashi"
"釣橋（高森）","ja","釣橋（高森）"
"釣橋（高森）","ja-Hrkt","ツリバシ"
"鈴ヶ原","en","Suzugahara"
"鈴ヶ原","ja","鈴ヶ原"
"鈴ヶ原","ja-Hrkt","スズガハラ"
"鈴麦","en","Suzumugi"
"鈴麦","ja","鈴麦"
"鈴麦","ja-Hrkt","スズムギ"
"鉄工団地入口（人吉）","en","Tekko Danchi Iriguchi(Hitoyoshi)"
"鉄工団地入口（人吉）","ja","鉄工団地入口（人吉）"
"鉄工団地入口（人吉）","ja-Hrkt","テッコウダンチイリグチ(ヒトヨシ)"
"鉄工団地入口（熊本）","en","Tekkoudanchi Iriguchi"
"鉄工団地入口（熊本）","ja","鉄工団地入口（熊本）"
"鉄工団地入口（熊本）","ja-Hrkt","テッコウダンチイリグチ"
"鉄工団地前","en","Tekko Danchi Mae"
"鉄工団地前","ja","鉄工団地前"
"鉄工団地前","ja-Hrkt","テッコウダンチマエ"
"鉄工団地通り","en","Tekko Danchi Dori"
"鉄工団地通り","ja","鉄工団地通り"
"鉄工団地通り","ja-Hrkt","テッコウダンチドオリ"
"鉄砲塚","en","Teppozuka"
"鉄砲塚","ja","鉄砲塚"
"鉄砲塚","ja-Hrkt","テッポウヅカ"
"鉄輪","en","T.B.D."
"鉄輪","ja","鉄輪"
"鉄輪","ja-Hrkt","カンナワ"
"鉾町団地","en","Hokomachi Danchi"
"鉾町団地","ja","鉾町団地"
"鉾町団地","ja-Hrkt","ホコマチダンチ"
"銀座橋","en","Ginza Bashi"
"銀座橋","ja","銀座橋"
"銀座橋","ja-Hrkt","ギンザバシ"
"銀行前","en","Ginko Mae"
"銀行前","ja","銀行前"
"銀行前","ja-Hrkt","ギンコウマエ"
"銭塘","en","Zendomo"
"銭塘","ja","銭塘"
"銭塘","ja-Hrkt","ゼンドモ"
"銭塘五町","en","Zendomogocho"
"銭塘五町","ja","銭塘五町"
"銭塘五町","ja-Hrkt","ゼンドモゴチョウ"
"銭塘校前","en","Zendomoko Mae"
"銭塘校前","ja","銭塘校前"
"銭塘校前","ja-Hrkt","ゼンドモコウマエ"
"銭塘郵便局前","en","Zendomo Yubinkyoku Mae(Zendomo Post Office)"
"銭塘郵便局前","ja","銭塘郵便局前"
"銭塘郵便局前","ja-Hrkt","ゼンドモユウビンキョクマエ"
"銭瓶上","en","Zenigamekami"
"銭瓶上","ja","銭瓶上"
"銭瓶上","ja-Hrkt","ゼニガメカミ"
"銭瓶下","en","Zenigameshimo"
"銭瓶下","ja","銭瓶下"
"銭瓶下","ja-Hrkt","ゼニガメシモ"
"銭瓶中","en","Zenigame Naka"
"銭瓶中","ja","銭瓶中"
"銭瓶中","ja-Hrkt","ゼニガメナカ"
"銭瓶倉庫前","en","Zenigamesouko Mae"
"銭瓶倉庫前","ja","銭瓶倉庫前"
"銭瓶倉庫前","ja-Hrkt","ゼニガメソウコマエ"
"銭瓶入口","en","Zenigame Iriguchi"
"銭瓶入口","ja","銭瓶入口"
"銭瓶入口","ja-Hrkt","ゼニカメイリグチ"
"錦ヶ丘住宅前","en","Nishikigaoka Jutaku Mae"
"錦ヶ丘住宅前","ja","錦ヶ丘住宅前"
"錦ヶ丘住宅前","ja-Hrkt","ニシキガオカジュウタクマエ"
"錦中学校前","en","Nishiki Chugakko Mae"
"錦中学校前","ja","錦中学校前"
"錦中学校前","ja-Hrkt","ニシキチュウガッコウマエ"
"錦橋","en","Nishiki Bashi"
"錦橋","ja","錦橋"
"錦橋","ja-Hrkt","ニシキバシ"
"錦西小学校入口","en","Nishikinishi Shogakko Iriguchi"
"錦西小学校入口","ja","錦西小学校入口"
"錦西小学校入口","ja-Hrkt","ニシキニシショウガッコウイリグチ"
"錦野","en","Nishikino"
"錦野","ja","錦野"
"錦野","ja-Hrkt","ニシキノ"
"録田住宅前","en","Rokuta Jutaku Mae"
"録田住宅前","ja","録田住宅前"
"録田住宅前","ja-Hrkt","ロクタジュウタクマエ"
"鎌研","en","Kamatogi"
"鎌研","ja","鎌研"
"鎌研","ja-Hrkt","カマトギ"
"鏡わかあゆ高等支援学校入口","en","Kagamiwakaayukoutou shiengakko iriguchi"
"鏡わかあゆ高等支援学校入口","ja","鏡わかあゆ高等支援学校入口"
"鏡わかあゆ高等支援学校入口","ja-Hrkt","カガミワカアユコウトウシエンガッコウイリグチ"
"鏡クリニック前","en","Kagami Clinic Mae"
"鏡クリニック前","ja","鏡クリニック前"
"鏡クリニック前","ja-Hrkt","カガミクリニックマエ"
"鏡四つ角","en","Kagamiyotsukado"
"鏡四つ角","ja","鏡四つ角"
"鏡四つ角","ja-Hrkt","カガミヨツカド"
"鏡本町","en","Kagami Honmachi"
"鏡本町","ja","鏡本町"
"鏡本町","ja-Hrkt","カガミホンマチ"
"鐘撞","en","Kanetsuki"
"鐘撞","ja","鐘撞"
"鐘撞","ja-Hrkt","カネツキ"
"鐙田住宅下","en","Abumidajuutakushita"
"鐙田住宅下","ja","鐙田住宅下"
"鐙田住宅下","ja-Hrkt","アブミダジュウタクシタ"
"長小田","en","Nagaoda"
"長小田","ja","長小田"
"長小田","ja-Hrkt","ナガオダ"
"長尾","en","Nagao"
"長尾","ja","長尾"
"長尾","ja-Hrkt","ナガオ"
"長岩","en","Nagaiwa"
"長岩","ja","長岩"
"長岩","ja-Hrkt","ナガイワ"
"長崎入口","en","T.B.D."
"長崎入口","ja","長崎入口"
"長崎入口","ja-Hrkt","ナガサキイリクチ"
"長崎公民館前","en","T.B.D."
"長崎公民館前","ja","長崎公民館前"
"長崎公民館前","ja-Hrkt","ナガサキコウミンカンマエ"
"長崎浜","en","Nagasakihama"
"長崎浜","ja","長崎浜"
"長崎浜","ja-Hrkt","ナガサキハマ"
"長崎県営バス本原営業所駐車場","en","Nagasaki Kenei Bus Motohara Eigyosho"
"長崎県営バス本原営業所駐車場","ja","長崎県営バス本原営業所駐車場"
"長崎県営バス本原営業所駐車場","ja-Hrkt","ナガサキケンエイバスモトハラエイギョウショチュウシャジョウ"
"長崎駅前","en","Nagasaki Sta."
"長崎駅前","ja","長崎駅前"
"長崎駅前","ja-Hrkt","ナガサキエキマエ"
"長嶺","en","Nagamine"
"長嶺","ja","長嶺"
"長嶺","ja-Hrkt","ナガミネ"
"長嶺南一丁目","en","Nagamine Minami 1 Chome"
"長嶺南一丁目","ja","長嶺南一丁目"
"長嶺南一丁目","ja-Hrkt","ナガミネミナミイッチョウメ"
"長嶺四ツ角","en","Nagamineyotsukado"
"長嶺四ツ角","ja","長嶺四ツ角"
"長嶺四ツ角","ja-Hrkt","ナガミネヨツカド"
"長嶺団地","en","Nagamine Danchi"
"長嶺団地","ja","長嶺団地"
"長嶺団地","ja-Hrkt","ナガミネダンチ"
"長嶺団地（回転場）","en","Nagamine Danchi"
"長嶺団地（回転場）","ja","長嶺団地（回転場）"
"長嶺団地（回転場）","ja-Hrkt","ナガミネダンチカイテンジョウ"
"長嶺小回転地","en","Nagamine Shokaitenchi"
"長嶺小回転地","ja","長嶺小回転地"
"長嶺小回転地","ja-Hrkt","ナガミネショウカイテンチ"
"長嶺小学校","en","Nagamine Shougakkou"
"長嶺小学校","ja","長嶺小学校"
"長嶺小学校","ja-Hrkt","ナガミネショウガッコウ"
"長嶺小学校入口","en","Nagamine Shogakko Iriguchi"
"長嶺小学校入口","ja","長嶺小学校入口"
"長嶺小学校入口","ja-Hrkt","ナガミネショウガッコウイリグチ"
"長嶺小学校前","en","Nagamine Shogakko Mae"
"長嶺小学校前","ja","長嶺小学校前"
"長嶺小学校前","ja-Hrkt","ナガミネショウガッコウマエ"
"長林入口","en","Nagabayashi Iriguchi"
"長林入口","ja","長林入口"
"長林入口","ja-Hrkt","ナガバヤシイリグチ"
"長林集会所","en","Nagabayashi Shuukaijo"
"長林集会所","ja","長林集会所"
"長林集会所","ja-Hrkt","ナガバヤシシュウカイジョ"
"長洲下本町","en","Nagasu Shimohonmachi"
"長洲下本町","ja","長洲下本町"
"長洲下本町","ja-Hrkt","ナガスシモホンマチ"
"長洲中学校前","en","Nagasu Chugakko Mae"
"長洲中学校前","ja","長洲中学校前"
"長洲中学校前","ja-Hrkt","ナガスチュウガッコウマエ"
"長洲宮の前","en","Nagasumiyanomae"
"長洲宮の前","ja","長洲宮の前"
"長洲宮の前","ja-Hrkt","ナガスミヤノマエ"
"長洲新山","en","Nagasu Shinyama"
"長洲新山","ja","長洲新山"
"長洲新山","ja-Hrkt","ナガスシンヤマ"
"長洲新町","en","Nagasu Shinmachi"
"長洲新町","ja","長洲新町"
"長洲新町","ja-Hrkt","ナガスシンマチ"
"長洲港","en","Nagasuko"
"長洲港","ja","長洲港"
"長洲港","ja-Hrkt","ナガスコウ"
"長洲駅北口","en","Nagasu Sta.Kitaguchi"
"長洲駅北口","ja","長洲駅北口"
"長洲駅北口","ja-Hrkt","ナガスエキキタグチ"
"長浜駅前","en","Nagahama Sta."
"長浜駅前","ja","長浜駅前"
"長浜駅前","ja-Hrkt","ナガハマエキマエ"
"長溝入口","en","Nagamizo Iriguchi"
"長溝入口","ja","長溝入口"
"長溝入口","ja-Hrkt","ナガミゾイリグチ"
"長溝団地","en","Nagamizo Danchi"
"長溝団地","ja","長溝団地"
"長溝団地","ja-Hrkt","ナガミゾダンチ"
"長溝団地入口","en","Nagamizo Danchi Iriguchi"
"長溝団地入口","ja","長溝団地入口"
"長溝団地入口","ja-Hrkt","ナガミゾダンチイリグチ"
"長谷（山都）","en","Nagatani"
"長谷（山都）","ja","長谷（山都）"
"長谷（山都）","ja-Hrkt","ナガタニ"
"長谷（水俣）","en","Nagatani"
"長谷（水俣）","ja","長谷（水俣）"
"長谷（水俣）","ja-Hrkt","ナガタニ"
"長迫","en","Nagasako"
"長迫","ja","長迫"
"長迫","ja-Hrkt","ナガサコ"
"長迫団地入口","en","Nagasako Danchi Iriguchi"
"長迫団地入口","ja","長迫団地入口"
"長迫団地入口","ja-Hrkt","ナガサコダンチイリグチ"
"長部田","en","Nagabeta"
"長部田","ja","長部田"
"長部田","ja-Hrkt","ナガベタ"
"長野（水俣）","en","Nagano(Minamata)"
"長野（水俣）","ja","長野（水俣）"
"長野（水俣）","ja-Hrkt","ナガノ(ミナマタ)"
"長陽運動公園","en","Choyo Undo Koen(Choyo Undo Park)"
"長陽運動公園","ja","長陽運動公園"
"長陽運動公園","ja-Hrkt","チョウヨウウンドウコウエン"
"長陽駅入口","en","Choyo Sta."
"長陽駅入口","ja","長陽駅入口"
"長陽駅入口","ja-Hrkt","チョウヨウエキイリグチ"
"長陽駅前","en","Tyoyo Sta."
"長陽駅前","ja","長陽駅前"
"長陽駅前","ja-Hrkt","チョウヨウエキマエ"
"門出","en","Monde"
"門出","ja","門出"
"門出","ja-Hrkt","モンデ"
"開","en","Hiraki"
"開","ja","開"
"開","ja-Hrkt","ヒラキ"
"開拓団入口（免田）","en","Kaitakudan Iriguchi(Menda)"
"開拓団入口（免田）","ja","開拓団入口（免田）"
"開拓団入口（免田）","ja-Hrkt","カイタクダンイリグチ(メンダ)"
"開新高校前","en","Kaishinkoko Mae"
"開新高校前","ja","開新高校前"
"開新高校前","ja-Hrkt","カイシンコウコウマエ"
"開田","en","Hirakida"
"開田","ja","開田"
"開田","ja-Hrkt","ヒラキダ"
"間伏","en","Mabushi"
"間伏","ja","間伏"
"間伏","ja-Hrkt","マブシ"
"間島橋","en","Majima Bashi"
"間島橋","ja","間島橋"
"間島橋","ja-Hrkt","マジマバシ"
"間所","en","Madokoro"
"間所","ja","間所"
"間所","ja-Hrkt","マドコロ"
"関田","en","Sekida"
"関田","ja","関田"
"関田","ja-Hrkt","セキダ"
"阿房","en","Abo"
"阿房","ja","阿房"
"阿房","ja-Hrkt","アボ"
"阿蘇096区前","en","Aso096kumae"
"阿蘇096区前","ja","阿蘇096区前"
"阿蘇096区前","ja-Hrkt","アソオクロックマエ"
"阿蘇くまもと空港","en","Aso Kumamoto Airport"
"阿蘇くまもと空港","ja","阿蘇くまもと空港"
"阿蘇くまもと空港","ja-Hrkt","アソクマモトクウコウ"
"阿蘇くまもと空港（大型バス駐車場）","en","Aso Kumamoto Airport"
"阿蘇くまもと空港（大型バス駐車場）","ja","阿蘇くまもと空港（大型バス駐車場）"
"阿蘇くまもと空港（大型バス駐車場）","ja-Hrkt","アソクマモトクウコウ"
"阿蘇カドリー・ドミニオン","en","Aso Kadori Dominion"
"阿蘇カドリー・ドミニオン","ja","阿蘇カドリー・ドミニオン"
"阿蘇カドリー・ドミニオン","ja-Hrkt","アソカドリードミニオン"
"阿蘇ファームランド","en","Aso Farm Land"
"阿蘇ファームランド","ja","阿蘇ファームランド"
"阿蘇ファームランド","ja-Hrkt","アソファームランド"
"阿蘇プラザホテル","en","Aso Plaza Hotel"
"阿蘇プラザホテル","ja","阿蘇プラザホテル"
"阿蘇プラザホテル","ja-Hrkt","アソプラザホテル"
"阿蘇プラザホテル玄関前","en","Aso Plaza Hotel Genkan Mae"
"阿蘇プラザホテル玄関前","ja","阿蘇プラザホテル玄関前"
"阿蘇プラザホテル玄関前","ja-Hrkt","アソプラザホテルゲンカンマエ"
"阿蘇ホテル前","en","Aso Hotel Mae"
"阿蘇ホテル前","ja","阿蘇ホテル前"
"阿蘇ホテル前","ja-Hrkt","アソホテルマエ"
"阿蘇下町","en","Aso Shimomachi"
"阿蘇下町","ja","阿蘇下町"
"阿蘇下町","ja-Hrkt","アソシモマチ"
"阿蘇中央高校阿蘇校舎前","en","Asochuou"
"阿蘇中央高校阿蘇校舎前","ja","阿蘇中央高校阿蘇校舎前"
"阿蘇中央高校阿蘇校舎前","ja-Hrkt","アソチュウオウコウコウ"
"阿蘇中央高校阿蘇清峰校舎前","en","Aso Chuo Koko Aso Seiho"
"阿蘇中央高校阿蘇清峰校舎前","ja","阿蘇中央高校阿蘇清峰校舎前"
"阿蘇中央高校阿蘇清峰校舎前","ja-Hrkt","アソチュウオウコウコウアソセイホウ"
"阿蘇中学校第２グラウンド前","en","Aso Chugakko Dai2"
"阿蘇中学校第２グラウンド前","ja","阿蘇中学校第２グラウンド前"
"阿蘇中学校第２グラウンド前","ja-Hrkt","アソチュウガッコウダイニ"
"阿蘇医療センター","en","Asoiryo Center"
"阿蘇医療センター","ja","阿蘇医療センター"
"阿蘇医療センター","ja-Hrkt","アソイリョウセンター"
"阿蘇営業所車庫","en","Aso Eigyosho Shako"
"阿蘇営業所車庫","ja","阿蘇営業所車庫"
"阿蘇営業所車庫","ja-Hrkt","アソエイギョウショシャコ"
"阿蘇土地改良区前","en","Aso Tochikairyoku Mae"
"阿蘇土地改良区前","ja","阿蘇土地改良区前"
"阿蘇土地改良区前","ja-Hrkt","アソトチカイリョウクマエ"
"阿蘇地域振興局前","en","Aso Chiikishinkokyoku Mae"
"阿蘇地域振興局前","ja","阿蘇地域振興局前"
"阿蘇地域振興局前","ja-Hrkt","アソチイキシンコウキョクマエ"
"阿蘇小学校前","en","Aso Shogakko Mae"
"阿蘇小学校前","ja","阿蘇小学校前"
"阿蘇小学校前","ja-Hrkt","アソショウガッコウマエ"
"阿蘇山上ターミナル","en","Asosanjo Terminal"
"阿蘇山上ターミナル","ja","阿蘇山上ターミナル"
"阿蘇山上ターミナル","ja-Hrkt","アソサンジョウターミナル"
"阿蘇市商工会前","en","Asoshi Shokokai Mae"
"阿蘇市商工会前","ja","阿蘇市商工会前"
"阿蘇市商工会前","ja-Hrkt","アソシショウコウカイマエ"
"阿蘇新橋","en","Asoshinbashi"
"阿蘇新橋","ja","阿蘇新橋"
"阿蘇新橋","ja-Hrkt","アソシンバシ"
"阿蘇本村","en","Asohonmura"
"阿蘇本村","ja","阿蘇本村"
"阿蘇本村","ja-Hrkt","アソホンムラ"
"阿蘇温泉病院前","en","Aso Onsen Byoin Mae(Aso Onsen Hospital )"
"阿蘇温泉病院前","ja","阿蘇温泉病院前"
"阿蘇温泉病院前","ja-Hrkt","アソオンセンビョウインマエ"
"阿蘇病院前","en","Aso Byoin Mae(Aso Hospital )"
"阿蘇病院前","ja","阿蘇病院前"
"阿蘇病院前","ja-Hrkt","アソビョウインマエ"
"阿蘇白水温泉 瑠璃","en","Asohakusuionsen Ruri"
"阿蘇白水温泉 瑠璃","ja","阿蘇白水温泉 瑠璃"
"阿蘇白水温泉 瑠璃","ja-Hrkt","アソハクスイオンセンルリ"
"阿蘇白水農協前","en","Aso Hakusui Nokyo Mae"
"阿蘇白水農協前","ja","阿蘇白水農協前"
"阿蘇白水農協前","ja-Hrkt","アソハクスイノウキョウマエ"
"阿蘇神社前","en","Aso Jinja Mae(Aso Jinja Shirine)"
"阿蘇神社前","ja","阿蘇神社前"
"阿蘇神社前","ja-Hrkt","アソジンジャマエ"
"阿蘇総合センター","en","Aso Sogo Center"
"阿蘇総合センター","ja","阿蘇総合センター"
"阿蘇総合センター","ja-Hrkt","アソソウゴウセンター"
"阿蘇自動車学校前","en","Aso Jidosha Gakko Mae"
"阿蘇自動車学校前","ja","阿蘇自動車学校前"
"阿蘇自動車学校前","ja-Hrkt","アソジドウシャガッコウマエ"
"阿蘇駅前","en","Aso Sta."
"阿蘇駅前","ja","阿蘇駅前"
"阿蘇駅前","ja-Hrkt","アソエキマエ"
"陣","en","Jin"
"陣","ja","陣"
"陣","ja-Hrkt","ジン"
"陣の内","en","Jinnochi"
"陣の内","ja","陣の内"
"陣の内","ja-Hrkt","ジンノウチ"
"陣内（大津）","en","Jinnai"
"陣内（大津）","ja","陣内（大津）"
"陣内（大津）","ja-Hrkt","ジンナイ"
"陣内（水俣）","en","Jinnai(Minamata)"
"陣内（水俣）","ja","陣内（水俣）"
"陣内（水俣）","ja-Hrkt","ジンナイ(ミナマタ)"
"陣原団地前","en","Jimbaradanchi Mae"
"陣原団地前","ja","陣原団地前"
"陣原団地前","ja-Hrkt","ジンバラダンチマエ"
"陣野","en","Jinno"
"陣野","ja","陣野"
"陣野","ja-Hrkt","ジンノ"
"陣野下","en","Jinnoshita"
"陣野下","ja","陣野下"
"陣野下","ja-Hrkt","ジンノシタ"
"陽光学園前","en","Yokogakuen Mae"
"陽光学園前","ja","陽光学園前"
"陽光学園前","ja-Hrkt","ヨウコウガクエンマエ"
"際崎","en","Kiwazaki"
"際崎","ja","際崎"
"際崎","ja-Hrkt","キワザキ"
"集","en","Atsumari"
"集","ja","集"
"集","ja-Hrkt","アツマリ"
"雨宮","en","Amemiya"
"雨宮","ja","雨宮"
"雨宮","ja-Hrkt","アメミヤ"
"雲仙お山の情報館","en","Unzen Oyama No Johou Kan"
"雲仙お山の情報館","ja","雲仙お山の情報館"
"雲仙お山の情報館","ja-Hrkt","ウンゼンオヤマノジョウホウカン"
"雲仙小地獄青雲荘前","en","Unzen Shou Jigoku"
"雲仙小地獄青雲荘前","ja","雲仙小地獄青雲荘前"
"雲仙小地獄青雲荘前","ja-Hrkt","ウンゼンショウジゴク"
"電気検定所前","en","Denki Kenteisho Mae"
"電気検定所前","ja","電気検定所前"
"電気検定所前","ja-Hrkt","デンキケンテイショマエ"
"電鉄本社前","en","Dentetsu Honsha Mae"
"電鉄本社前","ja","電鉄本社前"
"電鉄本社前","ja-Hrkt","デンテツホンシャマエ"
"震災遺構(旧東海大学)","en","Shinsai iko"
"震災遺構(旧東海大学)","ja","震災遺構(旧東海大学)"
"震災遺構(旧東海大学)","ja-Hrkt","シンサイイコウ"
"霊仙","en","Ryoze"
"霊仙","ja","霊仙"
"霊仙","ja-Hrkt","リョウゼ"
"霊台橋","en","Reitaikyo"
"霊台橋","ja","霊台橋"
"霊台橋","ja-Hrkt","レイダイキョウ"
"青井神社裏（新）","en","Aoi Jinja Ura (Aoi Jinja Shrine Ura)"
"青井神社裏（新）","ja","青井神社裏（新）"
"青井神社裏（新）","ja-Hrkt","アオイジンジャウラ"
"青海小学校下","en","Seikai Shogakko Shita"
"青海小学校下","ja","青海小学校下"
"青海小学校下","ja-Hrkt","セイカイショウガッコウシタ"
"青海苑入口","en","Seikaien Iriguchi"
"青海苑入口","ja","青海苑入口"
"青海苑入口","ja-Hrkt","セイカイエンイリグチ"
"青葉台団地入口","en","Aobadai Danchi Iriguchi"
"青葉台団地入口","ja","青葉台団地入口"
"青葉台団地入口","ja-Hrkt","アオバダイダンチイリグチ"
"青雲橋","en","Seiunkyo"
"青雲橋","ja","青雲橋"
"青雲橋","ja-Hrkt","セイウンキョウ"
"鞍掛","en","Kurakake"
"鞍掛","ja","鞍掛"
"鞍掛","ja-Hrkt","クラカケ"
"鞍渕橋","en","Kurafuchibashi"
"鞍渕橋","ja","鞍渕橋"
"鞍渕橋","ja-Hrkt","クラフチバシ"
"須原","en","Subaru"
"須原","ja","須原"
"須原","ja-Hrkt","スバル"
"須口団地前","en","Suguchi Danchi Mae"
"須口団地前","ja","須口団地前"
"須口団地前","ja-Hrkt","スグチダンチマエ"
"須口（牛深）","en","Suguchi(Ushibuka)"
"須口（牛深）","ja","須口（牛深）"
"須口（牛深）","ja-Hrkt","スグチ(ウシブカ)"
"須子","en","Suji"
"須子","ja","須子"
"須子","ja-Hrkt","スジ"
"須屋小屋","en","Suyagoya"
"須屋小屋","ja","須屋小屋"
"須屋小屋","ja-Hrkt","スヤゴヤ"
"須屋西","en","Suya Nishi"
"須屋西","ja","須屋西"
"須屋西","ja-Hrkt","スヤニシ"
"須屋駅前","en","Suya Sta."
"須屋駅前","ja","須屋駅前"
"須屋駅前","ja-Hrkt","スヤエキマエ"
"頭地","en","Toji"
"頭地","ja","頭地"
"頭地","ja-Hrkt","トウジ"
"頭地代替地","en","Tojidaitaichi"
"頭地代替地","ja","頭地代替地"
"頭地代替地","ja-Hrkt","トウジダイタイチ"
"頭石","en","Kagumeishi"
"頭石","ja","頭石"
"頭石","ja-Hrkt","カグメイシ"
"頭石中村","en","Kagumeishi Nakamura"
"頭石中村","ja","頭石中村"
"頭石中村","ja-Hrkt","カグメイシナカムラ"
"頭石橋","en","Kagumeishibashi"
"頭石橋","ja","頭石橋"
"頭石橋","ja-Hrkt","カグメイシバシ"
"頼山陽記念碑前","en","Raisanyo Kinenhi Mae"
"頼山陽記念碑前","ja","頼山陽記念碑前"
"頼山陽記念碑前","ja-Hrkt","ライサンヨウキネンヒマエ"
